pokemon_id,pokemon_name,bucket_name,object_key,file_name,file_type,size_bytes,checksum_sha256,status,processed_at
25,pikachu,raw-pokemon,pokeapi/pokemon/25/pokemon_25_pikachu_20260618T143622Z.json,pokemon_25_pikachu_20260618T143622Z.json,raw_json,345,8b01845308a12ef4994673c50ab9c4d01465d32edbea34f27a436ddf282f914d,success,20260618T143622Z
25,pikachu,pokemon-images,generated/badges/25/pokemon_25_pikachu_badge_20260618T143622Z.svg,pokemon_25_pikachu_badge_20260618T143622Z.svg,sprite,875,b0e5ca17e4e7d3fc830477fe61861e4e5c634acb875ec329cc9bb7a618f0d15d,success,20260618T143622Z
