pokemon_id,pokemon_name,bucket_name,object_key,file_name,file_type,size_bytes,checksum_sha256,status,processed_at
25,pikachu,raw-pokemon,pokeapi/pokemon/25/pokemon_25_pikachu_20260618T142922Z.json,pokemon_25_pikachu_20260618T142922Z.json,raw_json,345,cbbc76226276794fc875784e8497f922b14980d39c5c062496535dec286ea951,success,20260618T142922Z
